User name,User id,External system id,Barcode,Active,Type,Patron group,Departments,Proxy for,Last name,First name,Middle name,Preferred first name,Email,Phone,Mobile phone,Date of birth,Addresses,Preferred contact type id,Enrollment date,Expiration date,Created date,Updated date,Tags,Custom fields
username:1352,88a5c896-ff32-478b-adae-ff1d781d60db,externalsystemid:1352,1352,true,,"UC Stu/Graduate, Quarter",,,Ray,Stephanie,L,,fse.hosting@ebsco.org,847-641-6277,,1956-10-25 00:00:00.000Z,34a858bb-bc1a-4054-8db1-784ae7a0064a;United States;663 Vine Street;;Schaumburg;IL;60173;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.164Z,2022-08-09 21:40:16.164Z,,
username:1351,5d35012f-8c9e-4f5e-9833-dcf32b454e1b,externalsystemid:1351,1351,true,,"UC Stu/Graduate, Quarter",,,Matlock,Maria,G,,fse.hosting@ebsco.org,917-787-4711,,2000-05-26 00:00:00.000Z,7567a174-41b3-4d4c-a116-29c1748ed2a0;United States;3822 Settlers Lane;;New York;NY;10016;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.109Z,2022-08-09 21:40:16.109Z,,
username:1350,403145b2-ce70-4407-9e8e-fd9f788eb769,externalsystemid:1350,1350,true,,"UC Stu/Graduate, Quarter",,,Law,Paul,M,,fse.hosting@ebsco.org,304-216-9614,,1974-11-03 00:00:00.000Z,ffb759fc-f6bd-47ba-9a00-5a0579e2f61f;United States;962 Tavern Place;;Morgantown;WV;26505;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.150Z,2022-08-09 21:40:16.150Z,,
username:135,0fe8e840-1185-43c4-9b92-ed9db8bc04c5,externalsystemid:135,135,true,,"UC Stu/Graduate, Quarter",,,Bates,Mark,G,,fse.hosting@ebsco.org,651-989-7759,,1985-10-11 00:00:00.000Z,ce89d238-b235-4b4b-9524-62ae6162eb3d;United States;866 Laurel Lee;;Saint Paul;MN;55104;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:02.516Z,2022-08-09 21:40:02.516Z,,
username:1347,223d2fa9-f01c-44e0-a38b-2c6b9f2ea28b,externalsystemid:1347,1347,true,,"UC Stu/Graduate, Quarter",,,Diehl,William,L,,fse.hosting@ebsco.org,319-335-8601,,1963-01-16 00:00:00.000Z,781edbb9-93c0-43cb-aadb-97cfa062ae26;United States;1095 Bailey Drive;;Iowa City;IA;52240;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.096Z,2022-08-09 21:40:16.096Z,,
username:1345,616f8c0b-df3e-4324-bfe4-c542df1ec21b,externalsystemid:1345,1345,true,,"UC Stu/Graduate, Quarter",,,Kozlowski,Ernest,S,,fse.hosting@ebsco.org,763-420-5339,,1967-11-21 00:00:00.000Z,84a4f3b5-c396-4d06-aef8-49012cdfb409;United States;3128 Willison Street;;Maple Grove;MN;55369;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.083Z,2022-08-09 21:40:16.083Z,,
username:1342,3f500f07-0650-4f68-b14e-8744c25dbcd4,externalsystemid:1342,1342,true,,"UC Stu/Graduate, Quarter",,,Wilkerson,George,D,,fse.hosting@ebsco.org,443-702-7012,,1973-06-12 00:00:00.000Z,503ba8af-db7d-4d4f-afa7-62cfe0967816;United States;1045 Green Gate Lane;;Baltimore;MD;21201;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.136Z,2022-08-09 21:40:16.136Z,,
username:1339,8dc70281-d621-45bc-83ce-e14eef29d5fb,externalsystemid:1339,1339,true,,"UC Stu/Graduate, Quarter",,,Hall,Cindy,J,,fse.hosting@ebsco.org,816-445-4306,,1998-11-07 00:00:00.000Z,f2e70cea-4f50-4bf5-8437-21cec9784d4c;United States;896 Traders Alley;;Camden Point;MO;64018;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.069Z,2022-08-09 21:40:16.069Z,,
username:1338,9fe0b93e-3a48-4e60-843c-eaf0aa172360,externalsystemid:1338,1338,true,,"UC Stu/Graduate, Quarter",,,Mellott,Olivia,S,,fse.hosting@ebsco.org,410-929-6827,,1965-03-02 00:00:00.000Z,409deb3f-8ff6-4eb4-983e-223c7c34ac3d;United States;3414 Marie Street;;Cockeysville;MD;21030;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.123Z,2022-08-09 21:40:16.123Z,,
username:1337,c76556f3-408e-4db5-b6be-576d110068db,externalsystemid:1337,1337,true,,"UC Stu/Graduate, Quarter",,,Bartlett,Dan,C,,fse.hosting@ebsco.org,601-433-1932,,1977-06-27 00:00:00.000Z,348033ef-90d2-4891-90cc-3a22c4c2f16d;United States;2455 Eastland Avenue;;Hattiesburg;MS;39402;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.027Z,2022-08-09 21:40:16.027Z,,
username:1336,c01eba7f-bd39-442f-bac5-aa4fc27857fc,externalsystemid:1336,1336,true,,"UC Stu/Graduate, Quarter",,,Burnett,Melba,M,,fse.hosting@ebsco.org,601-725-3920,,1992-01-31 00:00:00.000Z,12912799-76c3-4d5a-8a17-9185db0a7c94;United States;2207 School House Road;;Old Taylorsville;MS;39168;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.056Z,2022-08-09 21:40:16.056Z,,
username:1333,3c92fc7a-19bb-4886-8cf1-3638db867eff,externalsystemid:1333,1333,true,,"UC Stu/Graduate, Quarter",,,Grady,Lillian,F,,fse.hosting@ebsco.org,267-574-6368,,1994-06-09 00:00:00.000Z,de4f2b29-0ae1-4b0a-b413-0804435614db;United States;2681 Spring Avenue;;Philadelphia;PA;19108;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.039Z,2022-08-09 21:40:16.039Z,,
username:1332,752c8426-147e-4a3c-a134-b49efd45c6cf,externalsystemid:1332,1332,true,,"UC Stu/Graduate, Quarter",,,Ellinger,Robert,L,,fse.hosting@ebsco.org,773-854-1469,,1980-10-03 00:00:00.000Z,c507bf15-7d4f-4e5d-b4b6-795da36601e3;United States;438 Point Street;;Chicago;IL;60644;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:16.012Z,2022-08-09 21:40:16.012Z,,
username:1331,f074b59c-c089-4eca-baf4-83ef40321108,externalsystemid:1331,1331,true,,"UC Stu/Graduate, Quarter",,,Martinez,Yasuko,P,,fse.hosting@ebsco.org,203-400-4152,,1956-04-16 00:00:00.000Z,36024c0b-e93f-48e0-920b-d5dbcc670372;United States;4242 Cheshire Road;;Bridgeport;CT;6604;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.749Z,2022-08-09 21:40:15.749Z,,
username:133,973088e8-4c3c-468d-94ab-6ef0cefd3acd,externalsystemid:133,133,true,,"UC Stu/Graduate, Quarter",,,Taylor,Walter,S,,fse.hosting@ebsco.org,757-335-5865,,1974-11-15 00:00:00.000Z,aad1457d-c495-475a-9b1d-568b0f380026;United States;1623 Pinchelone Street;;Portsmouth;VA;23707;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:02.530Z,2022-08-09 21:40:02.530Z,,
username:1329,7e8076b0-1714-4618-ac78-1e7e09f41d12,externalsystemid:1329,1329,true,,"UC Stu/Graduate, Quarter",,,McLean,Robert,J,,fse.hosting@ebsco.org,816-283-1914,,1992-08-13 00:00:00.000Z,8dfc825e-e0dc-4b65-9b03-0b347edb5d39;United States;3088 Nutter Street;;Kansas City;MO;64106;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.998Z,2022-08-09 21:40:15.998Z,,
username:1328,5511bd85-979e-443b-84c6-b922dfbaa7e0,externalsystemid:1328,1328,true,,"UC Stu/Graduate, Quarter",,,Stone,Luis,M,,fse.hosting@ebsco.org,937-327-9908,,1990-05-19 00:00:00.000Z,993dd24b-e7a5-4dac-8a13-d405f4e50977;United States;4355 Pursglove Court;;Springfield;OH;45501;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.982Z,2022-08-09 21:40:15.982Z,,
username:1327,5d36b1a5-d02b-4ad3-814f-cf1f06bad885,externalsystemid:1327,1327,true,,"UC Stu/Graduate, Quarter",,,Skinner,Rose,A,,fse.hosting@ebsco.org,805-694-3478,,1953-12-18 00:00:00.000Z,175560e3-5a98-4831-85ba-ef70dab48cf3;United States;4094 Creekside Lane;;San Luis Obispo;CA;93401;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.737Z,2022-08-09 21:40:15.737Z,,
username:1325,b562a588-b115-4bf2-8b34-28ac90ea0f57,externalsystemid:1325,1325,true,,"UC Stu/Graduate, Quarter",,,Yeager,Mary,R,,fse.hosting@ebsco.org,502-821-3062,,1983-02-23 00:00:00.000Z,395350ba-06a7-4853-97ad-8554dba9df1a;United States;342 Karen Lane;;Louisville;KY;40299;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.785Z,2022-08-09 21:40:15.785Z,,
username:1322,582704b3-1934-43bd-8d2e-05ecbe2d8f2d,externalsystemid:1322,1322,true,,"UC Stu/Graduate, Quarter",,,Ballard,Jeffrey,A,,fse.hosting@ebsco.org,831-634-6545,,1979-04-23 00:00:00.000Z,aa32b269-3cf3-4724-b7fa-c9d54edd0a07;United States;4515 Emily Renzelli Boulevard;;Hollister;CA;95023;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.723Z,2022-08-09 21:40:15.723Z,,
username:1321,d53a8a94-779a-467c-9f16-afeae7697758,externalsystemid:1321,1321,true,,"UC Stu/Graduate, Quarter",,,Foreman,Scott,A,,fse.hosting@ebsco.org,321-624-5269,,1966-01-04 00:00:00.000Z,31aa0159-44df-4f64-b005-5bd3a5100e64;United States;2128 Stoneybrook Road;;Winter Park;FL;32789;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.762Z,2022-08-09 21:40:15.762Z,,
username:1320,95e53262-bbb5-4e2c-8e5c-6c899d67f3ee,externalsystemid:1320,1320,true,,"UC Stu/Graduate, Quarter",,,Ramirez,William,H,,fse.hosting@ebsco.org,270-798-4570,,2000-07-18 00:00:00.000Z,9d8df5ac-124a-4277-be74-8f42dbfd2692;United States;2192 Crosswind Drive;;Oak Grove;KY;42223;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.708Z,2022-08-09 21:40:15.708Z,,
username:132,f500c14d-d485-42ce-a2f3-321371b823c6,externalsystemid:132,132,true,,"UC Stu/Graduate, Quarter",,,Cantu,Emily,L,,fse.hosting@ebsco.org,507-264-1679,,1999-12-26 00:00:00.000Z,53f36f39-51a2-48b9-ae12-329565d04a1c;United States;697 Rosewood Court;;Iona;MN;56141;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:02.430Z,2022-08-09 21:40:02.430Z,,
username:1319,4fa32ad2-4b93-476d-9882-32881952aa81,externalsystemid:1319,1319,true,,"UC Stu/Graduate, Quarter",,,Scholl,Kenneth,S,,fse.hosting@ebsco.org,909-220-0327,,1955-12-12 00:00:00.000Z,7835e51f-929b-444b-9498-fcd5cba80ba9;United States;1440 Fairfax Drive;;Anaheim;CA;92805;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.695Z,2022-08-09 21:40:15.695Z,,
username:1317,da00eaf8-4d8b-43ca-b39a-3357e3a1fcac,externalsystemid:1317,1317,true,,"UC Stu/Graduate, Quarter",,,Hurst,William,J,,fse.hosting@ebsco.org,240-783-5369,,1985-12-24 00:00:00.000Z,ff7f67ac-6686-4f69-bd23-a9f86948a1b4;United States;14 Bobcat Drive;;Baileys Crossroads;MD;22041;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.669Z,2022-08-09 21:40:15.669Z,,
username:1316,8c352479-8856-42f0-8f2a-af6b646ac1cc,externalsystemid:1316,1316,true,,"UC Stu/Graduate, Quarter",,,Jackson,Donald,G,,fse.hosting@ebsco.org,803-605-4012,,1970-02-27 00:00:00.000Z,bcaf0ece-c435-497c-8122-d7ea9117c300;United States;1935 Java Lane;;Columbia;SC;29210;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.681Z,2022-08-09 21:40:15.681Z,,
username:1314,82ecfc2f-6ba8-47b8-a9db-9ef7603ba406,externalsystemid:1314,1314,true,,"UC Stu/Graduate, Quarter",,,Wright,Jennifer,G,,fse.hosting@ebsco.org,847-417-2782,,1988-04-03 00:00:00.000Z,c27cb99b-f109-4ec4-a9e6-62606f6d65cb;United States;1563 Johnstown Road;;Buffalo Grove;IL;60089;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.654Z,2022-08-09 21:40:15.654Z,,
username:1313,597f041c-fb06-483d-bf7e-775950223e18,externalsystemid:1313,1313,true,,"UC Stu/Graduate, Quarter",,,Scott,Edgar,T,,fse.hosting@ebsco.org,919-975-1141,,1993-07-12 00:00:00.000Z,1c7d741f-bdd0-422f-8e52-db3e31d400ef;United States;1737 Rockford Mountain Lane;;Selma;NC;27576;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.520Z,2022-08-09 21:40:15.520Z,,
username:1312,53009220-7ff3-48d8-ac69-fa95e3950e1a,externalsystemid:1312,1312,true,,"UC Stu/Graduate, Quarter",,,Dittman,Jamie,D,,fse.hosting@ebsco.org,413-551-1598,,1979-11-15 00:00:00.000Z,9847f412-86d6-4c03-bc05-46c44da35f44;United States;887 Kinney Street;;Springfield;MA;1109;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.641Z,2022-08-09 21:40:15.641Z,,
username:13119,316f9284-bab7-42c0-9cf6-1bd0e962af96,externalsystemid:13119,13119,true,,"UC Stu/Graduate, Quarter",,,Becker,Donna,F,,fse.hosting@ebsco.org,530-821-3406,,1965-12-08 00:00:00.000Z,;;1182 Byers Lane;;Yuba City;;;true;Home Address,2,,2025-12-01 00:00:00.000Z,2022-08-09 17:01:03.807Z,2022-08-09 17:01:03.807Z,,
username:1311,90850205-c488-4727-a8f1-032a08e6a427,externalsystemid:1311,1311,true,,"UC Stu/Graduate, Quarter",,,Agnew,Michael,D,,fse.hosting@ebsco.org,712-944-0186,,1971-07-25 00:00:00.000Z,7992fa6f-62b2-44ad-bd67-7c6b3b1f8fc2;United States;2966 Clousson Road;;Lawton;IA;51030;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.505Z,2022-08-09 21:40:15.505Z,,
username:1310,a332d6d2-2bbc-4a4f-a667-9c7201190ae4,externalsystemid:1310,1310,true,,"UC Stu/Graduate, Quarter",,,Curry,Jeffrey,E,,fse.hosting@ebsco.org,831-620-9125,,1988-01-09 00:00:00.000Z,8d302177-7501-46b2-badc-145466686498;United States;2869 Emily Renzelli Boulevard;;Carmel;CA;93921;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.619Z,2022-08-09 21:40:15.619Z,,
username:131,abafc06f-ed46-451a-9ab4-3871adee7ab1,externalsystemid:131,131,true,,"UC Stu/Graduate, Quarter",,,Costas,Mary,S,,fse.hosting@ebsco.org,954-626-0930,,1977-11-07 00:00:00.000Z,28edf389-8fb6-4f64-ae48-21af23945027;United States;947 Foley Street;;Fort Lauderdale;FL;33383;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:02.416Z,2022-08-09 21:40:02.416Z,,
username:1309,93a334c9-706c-4684-8f77-b60d17776454,externalsystemid:1309,1309,true,,"UC Stu/Graduate, Quarter",,,Corliss,Robert,J,,fse.hosting@ebsco.org,314-382-0157,,1996-09-16 00:00:00.000Z,7b6828b4-5287-48ff-ac47-39c17771d4ee;United States;711 Bruce Street;;Saint Louis;MO;63120;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.491Z,2022-08-09 21:40:15.491Z,,
username:1308,7ee2be50-6fef-4d65-a4d1-61df78d90aeb,externalsystemid:1308,1308,true,,"UC Stu/Graduate, Quarter",,,Summerlin,Frederick,L,,fse.hosting@ebsco.org,480-694-2235,,1982-08-29 00:00:00.000Z,91f44c67-bcdc-4f43-98f0-e3d727afe58f;United States;3584 Dye Street;;Phoenix;AZ;85034;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.479Z,2022-08-09 21:40:15.479Z,,
username:1307,7c5b30e5-bb15-4d77-b24c-af811fa59201,externalsystemid:1307,1307,true,,"UC Stu/Graduate, Quarter",,,Munro,Kristi,D,,fse.hosting@ebsco.org,989-478-0877,,1987-09-22 00:00:00.000Z,ecf3bfc2-16d4-4856-bba9-e7a5c61967a6;United States;1395 Robinson Court;;Saginaw;MI;48607;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.550Z,2022-08-09 21:40:15.550Z,,
username:1305,25144625-4876-466b-abef-c8f2b486c6f2,externalsystemid:1305,1305,true,,"UC Stu/Graduate, Quarter",,,Simpson,Andrea,P,,fse.hosting@ebsco.org,216-575-7278,,1960-03-30 00:00:00.000Z,0fc3a0aa-40e5-49ea-bdd2-533e72bfa43e;United States;2389 Parker Drive;;Cleveland;OH;44115;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.536Z,2022-08-09 21:40:15.536Z,,
username:1304,8be4291d-06cd-4be2-ba43-763185a9bfeb,externalsystemid:1304,1304,true,,"UC Stu/Graduate, Quarter",,,Holmes,Mary,K,,fse.hosting@ebsco.org,630-969-2789,,1992-09-19 00:00:00.000Z,caa93971-2bbd-4289-adb7-e359279ee718;United States;1782 Clark Street;;Downers Grove;IL;60515;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.465Z,2022-08-09 21:40:15.465Z,,
username:1302,6c638cc5-d0a6-495a-92c3-2f53f2e19ed2,externalsystemid:1302,1302,true,,"UC Stu/Graduate, Quarter",,,Miler,Genevieve,L,,fse.hosting@ebsco.org,320-727-1474,,1994-05-04 00:00:00.000Z,47d06459-c936-40bd-a826-dca00beaea8e;United States;2498 Red Hawk Road;;Saint Cloud;MN;56301;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.452Z,2022-08-09 21:40:15.452Z,,
username:1300,3f3b7b89-f5aa-47c6-949e-10fb975973a1,externalsystemid:1300,1300,true,,"UC Stu/Graduate, Quarter",,,Andrews,Lanita,K,,fse.hosting@ebsco.org,785-731-8048,,1993-07-19 00:00:00.000Z,d7a83619-c84f-43dc-96c0-65b2970cd38f;United States;1701 Dog Hill Lane;;Rush Center;KS;67575;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.439Z,2022-08-09 21:40:15.439Z,,
username:130,d126273c-f9a8-41dd-86f4-9ae77be8593f,externalsystemid:130,130,true,,"UC Stu/Graduate, Quarter",,,Burks,David,M,,fse.hosting@ebsco.org,972-530-7195,,1971-07-31 00:00:00.000Z,71e2c04a-1424-426a-a9e6-03b85510e14d;United States;1996 Wilson Avenue;;Garland;TX;75040;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:02.487Z,2022-08-09 21:40:02.487Z,,
username:13,faac4310-05fc-43cf-9116-027f5a7e104f,externalsystemid:13,13,true,,"UC Stu/Graduate, Quarter",,,Denny,Charlie,R,,fse.hosting@ebsco.org,313-835-6810,,1984-06-02 00:00:00.000Z,fa805af0-7a9f-4ab8-912e-6352ca06c810;United States;218 Wildrose Lane;;Detroit;MI;48227;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 17:01:04.507Z,2022-08-09 17:01:04.507Z,,
username:1299,95289ad4-8d39-4e28-abfb-54ed4db1a2ed,externalsystemid:1299,1299,true,,"UC Stu/Graduate, Quarter",,,Edwards,Caroline,H,,fse.hosting@ebsco.org,970-680-2103,,1979-01-26 00:00:00.000Z,50e2d8b5-65d1-44d0-9dd7-1720c19b7e52;United States;1336 Pick Street;;Denver;CO;80202;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.426Z,2022-08-09 21:40:15.426Z,,
username:1298,6e529471-4c01-43ac-8e2a-a3f95b9fa321,externalsystemid:1298,1298,true,,"UC Stu/Graduate, Quarter",,,Sanchez,Amanda,C,,fse.hosting@ebsco.org,615-541-0802,,1991-09-09 00:00:00.000Z,38da6d53-30cc-4a77-b4c9-092e139440ab;United States;415 Green Street;;Old Hickory;TN;37138;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.359Z,2022-08-09 21:40:15.359Z,,
username:1296,b027f816-5ac6-49ec-9ad6-e8ab92da4c79,externalsystemid:1296,1296,true,,"UC Stu/Graduate, Quarter",,,Harold,Margaret,A,,fse.hosting@ebsco.org,518-879-8022,,1991-10-09 00:00:00.000Z,ce5be0c0-a32e-446c-8b24-2fdb2740fda7;United States;4130 West Virginia Avenue;;Albany;NY;12204;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.413Z,2022-08-09 21:40:15.413Z,,
username:1295,47f0da95-1fa9-4023-ab6c-a5ec1f5aad35,externalsystemid:1295,1295,true,,"UC Stu/Graduate, Quarter",,,Semmes,Vincent,C,,fse.hosting@ebsco.org,802-602-9292,,1995-09-20 00:00:00.000Z,9607174f-f0e5-4301-a986-27c1552bf5f4;United States;1373 Selah Way;;Brattleboro;VT;5301;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.346Z,2022-08-09 21:40:15.346Z,,
username:1294,28f19280-d69f-46b4-9ee1-0a9083b65cca,externalsystemid:1294,1294,true,,"UC Stu/Graduate, Quarter",,,Lambert,Albert,K,,fse.hosting@ebsco.org,906-717-3277,,1971-01-15 00:00:00.000Z,eab92783-b92c-4782-9870-deee7bf385d5;United States;1491 Pinewood Avenue;;Marquette;MI;49855;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.400Z,2022-08-09 21:40:15.400Z,,
username:1293,5f212b64-575c-4a7d-a853-cad27d6a1dd0,externalsystemid:1293,1293,true,,"UC Stu/Graduate, Quarter",,,Kelly,John,L,,fse.hosting@ebsco.org,662-453-6717,,1952-05-18 00:00:00.000Z,4dc71906-7b20-4074-a7c6-cc38b2426469;United States;3358 Mcwhorter Road;;Greenwood;MS;38903;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.387Z,2022-08-09 21:40:15.387Z,,
username:1292,29716b88-a28b-4c9f-9c51-ba8ba7359989,externalsystemid:1292,1292,true,,"UC Stu/Graduate, Quarter",,,Thomas,Mark,N,,fse.hosting@ebsco.org,618-738-2294,,1990-11-28 00:00:00.000Z,5c9d8107-e097-456d-9784-79a172d9fc21;United States;4246 Carter Street;;Fairview Heights;IL;62208;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.333Z,2022-08-09 21:40:15.333Z,,
username:1290,07276e21-bdc4-4be6-b67b-d515c081cae8,externalsystemid:1290,1290,true,,"UC Stu/Graduate, Quarter",,,Bornstein,Danielle,J,,fse.hosting@ebsco.org,802-854-7864,,1988-11-29 00:00:00.000Z,1e246082-b90c-4a87-9013-1bc3c48c268a;United States;3152 Hardman Road;;South Burlington;VT;5403;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.373Z,2022-08-09 21:40:15.373Z,,
username:1289,e24b4369-71c0-4391-916d-3992244e2e3e,externalsystemid:1289,1289,true,,"UC Stu/Graduate, Quarter",,,Banks,Benny,J,,fse.hosting@ebsco.org,917-421-8459,,1962-09-20 00:00:00.000Z,c0de5d38-a8e2-4e71-82fa-64cff9b2f764;United States;4196 Geneva Street;;New York;NY;10004;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.319Z,2022-08-09 21:40:15.319Z,,
username:1288,703977dd-7204-43a4-ae10-dcfc24efc92a,externalsystemid:1288,1288,true,,"UC Stu/Graduate, Quarter",,,Walsh,Carlo,M,,fse.hosting@ebsco.org,559-769-8316,,1971-04-11 00:00:00.000Z,9306de25-3c25-41c0-b88b-af6a984c5311;United States;2282 Heritage Road;;Fresno;CA;93711;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.306Z,2022-08-09 21:40:15.306Z,,
username:1287,0c3fcea7-39d5-4f97-963c-44aa649c33d1,externalsystemid:1287,1287,true,,"UC Stu/Graduate, Quarter",,,Sessions,Reynaldo,B,,fse.hosting@ebsco.org,312-617-0499,,1981-11-11 00:00:00.000Z,399c208c-85e0-4c4f-a02f-3487b31bb5c6;United States;4455 Patterson Fork Road;;Buffalo Grove;IL;60089;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.278Z,2022-08-09 21:40:15.278Z,,
username:1285,2fcbddfc-4913-41b4-9ac8-f426d2fc5604,externalsystemid:1285,1285,true,,"UC Stu/Graduate, Quarter",,,Edgin,Liza,C,,fse.hosting@ebsco.org,972-857-1247,,1953-12-21 00:00:00.000Z,031d7359-96fe-4403-ba99-b489ac88c75b;United States;496 Ash Street;;Farmers Branch;TX;75234;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.264Z,2022-08-09 21:40:15.264Z,,
username:1284,3fbf8585-d18c-4bd9-b8de-791c664668c4,externalsystemid:1284,1284,true,,"UC Stu/Graduate, Quarter",,,Flores,Bryan,J,,fse.hosting@ebsco.org,718-340-6440,,1966-09-29 00:00:00.000Z,d783350a-bacd-44c3-aab1-998b0335cd9f;United States;1836 Pride Avenue;;New York;NY;10017;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.292Z,2022-08-09 21:40:15.292Z,,
username:1283,b3683bfd-e5cb-45ae-94e3-b98da0b34f77,externalsystemid:1283,1283,true,,"UC Stu/Graduate, Quarter",,,Clarke,Dennis,P,,fse.hosting@ebsco.org,704-943-3036,,1993-08-28 00:00:00.000Z,454bd1be-c870-45a2-872b-0a62926136e4;United States;4987 Kelly Street;;Charlotte;NC;28211;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.250Z,2022-08-09 21:40:15.250Z,,
username:1282,fbd70c81-f6de-427a-b520-183bdbb4dbf1,externalsystemid:1282,1282,true,,"UC Stu/Graduate, Quarter",,,Robinson,Bernard,C,,fse.hosting@ebsco.org,269-795-9550,,1968-02-07 00:00:00.000Z,e7a4432a-053e-4b83-8530-7f6274c18afd;United States;1942 Echo Lane;;Middleville;MI;49333;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.195Z,2022-08-09 21:40:15.195Z,,
username:1280,39452592-68db-4ca5-be94-d460cb0b13d5,externalsystemid:1280,1280,true,,"UC Stu/Graduate, Quarter",,,Paul,Jay,R,,fse.hosting@ebsco.org,303-584-3053,,1953-08-02 00:00:00.000Z,e0211816-0478-4f24-9ee2-f03afe554f1c;United States;1690 Sampson Street;;Denver;CO;80222;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:15.180Z,2022-08-09 21:40:15.180Z,,
username:128,91ccf921-10f1-4236-b138-a6ee96448873,externalsystemid:128,128,true,,"UC Stu/Graduate, Quarter",,,Goff,Wendy,J,,fse.hosting@ebsco.org,206-343-5701,,1960-12-25 00:00:00.000Z,b886168e-e856-4a80-b00e-aa4976d875ac;United States;3943 Owagner Lane;;Seattle;WA;98101;true;Home Address,1,,2025-12-01 00:00:00.000Z,2022-08-09 21:40:02.402Z,2022-08-09 21:40:02.402Z,,
